"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/2022","18.20","16.50","18.20","16.50","70.06K","14.47%"
"03/09/2022","15.90","17.20","18.00","15.70","181.34K","-5.36%"
"03/08/2022","16.80","18.00","18.00","16.50","148.07K","-6.15%"
"03/07/2022","17.90","18.50","19.90","17.90","249.40K","-5.29%"
"03/04/2022","18.90","18.50","19.00","18.00","64.42K","-0.53%"
"03/03/2022","19.00","19.20","19.70","18.90","87.42K","-4.52%"
"03/02/2022","19.90","21.20","21.20","19.10","57.48K","-0.50%"
"02/28/2022","20.00","19.80","20.80","19.30","247.03K","3.63%"
"02/25/2022","19.30","18.20","20.00","17.50","756.15K","7.22%"
"02/24/2022","18.00","21.00","22.50","18.00","372.25K","-13.88%"
"02/23/2022","20.90","21.40","21.40","18.50","179.65K","-0.48%"
"02/22/2022","21.00","22.00","22.00","20.70","135.34K","-4.55%"
"02/21/2022","22.00","23.20","23.20","21.00","422.30K","-5.17%"
"02/18/2022","23.20","23.70","24.00","23.00","137.67K","-1.69%"
"02/17/2022","23.60","24.00","24.20","23.00","237.01K","-1.26%"
"02/15/2022","23.90","24.60","24.80","23.00","1.33M","1.27%"
"02/14/2022","23.60","23.80","23.80","23.00","77.26K","-2.88%"
"02/11/2022","24.30","23.50","24.30","22.50","144.81K","3.85%"
"02/10/2022","23.40","22.00","23.40","22.00","97.77K","0.43%"
"02/09/2022","23.30","22.50","24.50","22.00","369.68K","2.19%"
"02/08/2022","22.80","23.30","24.00","22.60","176.27K","-1.72%"
"02/07/2022","23.20","23.80","24.00","23.10","64.59K","-3.33%"
"02/03/2022","24.00","23.50","24.20","23.00","181.47K","0.00%"
"02/02/2022","24.00","24.60","25.50","23.60","321.88K","-2.04%"
"02/01/2022","24.50","25.00","25.00","24.50","285.91K","-0.81%"
"01/31/2022","24.70","25.00","25.40","24.00","124.06K","-1.20%"
"01/28/2022","25.00","24.70","25.80","23.00","349.56K","0.00%"
"01/27/2022","25.00","26.00","26.10","24.00","252.23K","-2.72%"
"01/26/2022","25.70","25.20","26.30","25.20","561.44K","3.63%"
"01/25/2022","24.80","26.40","26.40","24.80","567.91K","-3.88%"
"01/24/2022","25.80","25.70","26.30","23.90","769.39K","-0.77%"
"01/21/2022","26.00","26.20","26.20","25.40","152.13K","-1.14%"
"01/20/2022","26.30","26.60","26.90","25.50","506.19K","-2.59%"
"01/19/2022","27.00","27.40","28.20","26.20","1.36M","-0.74%"
"01/18/2022","27.20","22.80","27.90","22.80","4.07M","19.82%"
"01/13/2022","22.70","23.90","23.90","21.50","914.20K","-2.99%"
"01/12/2022","23.40","23.60","24.00","23.00","598.73K","0.86%"
"01/11/2022","23.20","22.70","24.20","22.00","719.38K","0.87%"
"01/10/2022","23.00","26.00","26.00","22.60","1.42M","-9.80%"
"01/07/2022","25.50","22.50","25.70","22.50","5.81M","14.86%"
"01/06/2022","22.20","21.50","22.30","20.90","724.60K","3.26%"
"01/05/2022","21.50","21.80","22.20","21.10","725.40K","-0.92%"
"01/04/2022","21.70","23.00","23.40","21.50","777.87K","-3.56%"
"01/03/2022","22.50","20.00","23.70","19.90","3.71M","13.07%"
"12/31/2021","19.90","20.60","20.60","19.70","339.67K","-3.86%"
"12/30/2021","20.70","20.80","21.20","19.80","820.39K","2.48%"
"12/29/2021","20.20","19.00","20.80","19.00","1.88M","5.21%"
"12/28/2021","19.20","19.20","19.20","18.80","375.96K","0.52%"
"12/27/2021","19.10","19.40","19.70","18.80","806.69K","-1.55%"
"12/24/2021","19.40","19.30","19.60","19.20","315.10K","0.52%"
"12/23/2021","19.30","19.60","19.60","19.10","449.49K","-1.53%"
"12/22/2021","19.60","18.90","20.40","18.90","1.13M","3.16%"
"12/21/2021","19.00","19.90","19.90","17.90","547.89K","-2.56%"
"12/20/2021","19.50","18.30","20.50","18.30","5.78M","7.73%"
"12/17/2021","18.10","17.40","18.50","17.40","1.10M","4.02%"
"12/16/2021","17.40","17.20","17.60","17.10","247.00K","-0.57%"
"12/15/2021","17.50","17.50","17.60","17.00","99.26K","0.00%"
"12/14/2021","17.50","17.00","17.80","16.90","922.21K","3.55%"
"12/13/2021","16.90","17.20","17.30","16.90","935.02K","-1.17%"
"12/10/2021","17.10","17.20","17.30","16.80","118.27K","0.00%"
"12/09/2021","17.10","17.00","17.20","16.90","62.04K","-0.58%"
"12/08/2021","17.20","17.50","17.80","16.90","689.45K","1.18%"
"12/07/2021","17.00","16.10","17.70","15.90","503.16K","6.25%"
"12/06/2021","16.00","15.90","16.20","15.80","14.77K","1.27%"
"12/03/2021","15.80","16.00","16.00","15.80","116.42K","0.00%"
"12/02/2021","15.80","16.20","16.20","15.80","183.29K","-1.25%"
"12/01/2021","16.00","16.20","16.20","15.90","47.62K","-0.62%"
"11/30/2021","16.10","16.00","16.20","15.90","25.73K","1.26%"
"11/29/2021","15.90","16.40","16.40","15.80","114.80K","-1.85%"
"11/26/2021","16.20","16.10","16.40","15.90","110.23K","1.89%"
"11/25/2021","15.90","16.20","16.20","15.90","174.37K","-2.45%"
"11/24/2021","16.30","16.00","16.40","15.90","270.50K","0.62%"
"11/23/2021","16.20","16.10","16.20","16.00","92.90K","0.62%"
"11/22/2021","16.10","16.40","16.40","16.00","81.79K","-1.23%"
"11/19/2021","16.30","16.00","16.70","15.90","124.35K","0.62%"
"11/17/2021","16.20","16.20","16.70","16.00","125.95K","0.00%"
"11/16/2021","16.20","16.40","16.40","16.00","145.37K","0.00%"
"11/15/2021","16.20","16.40","16.50","15.70","1.22M","-4.14%"
"11/12/2021","16.90","17.00","17.30","16.90","79.39K","-0.59%"
"11/11/2021","17.00","16.90","17.30","16.90","445.88K","1.80%"
"11/10/2021","16.70","16.60","16.90","16.60","69.95K","0.60%"
"11/09/2021","16.60","16.70","16.90","16.60","107.69K","-1.78%"
"11/08/2021","16.90","17.20","17.20","16.70","78.02K","-0.59%"
"11/05/2021","17.00","17.10","17.30","17.00","23.86K","0.00%"
"11/03/2021","17.00","17.00","17.50","16.80","41.40K","0.00%"
"11/02/2021","17.00","17.30","17.50","17.00","107.56K","-1.16%"
"11/01/2021","17.20","17.50","17.80","17.10","73.42K","-1.15%"
"10/29/2021","17.40","17.50","17.60","17.10","100.13K","0.00%"
"10/28/2021","17.40","17.60","17.60","17.40","25.98K","-1.14%"
"10/27/2021","17.60","17.50","17.90","17.30","62.97K","1.73%"
"10/26/2021","17.30","17.60","17.80","17.20","205.61K","-2.26%"
"10/25/2021","17.70","17.00","18.00","16.90","442.91K","2.31%"
"10/22/2021","17.30","16.70","17.40","16.60","131.94K","4.85%"
"10/21/2021","16.50","17.00","17.00","16.50","49.24K","0.00%"
"10/18/2021","16.50","17.00","17.00","16.50","125.10K","-2.37%"
"10/15/2021","16.90","16.90","17.00","16.70","87.73K","0.60%"
"10/14/2021","16.80","16.70","16.90","16.40","119.59K","2.44%"
"10/13/2021","16.40","16.60","16.70","16.40","25.16K","-2.38%"
"10/12/2021","16.80","17.00","17.00","16.70","66.45K","-1.18%"
"10/11/2021","17.00","17.00","17.00","16.60","61.14K","0.00%"
"10/08/2021","17.00","16.70","17.00","16.50","93.07K","1.19%"
"10/07/2021","16.80","17.20","17.20","16.60","117.38K","-2.33%"
"10/06/2021","17.20","17.30","17.60","17.20","107.08K","1.18%"
"10/05/2021","17.00","16.60","17.70","16.50","414.34K","3.03%"
"10/04/2021","16.50","16.30","16.60","16.30","40.55K","1.23%"
"10/01/2021","16.30","16.40","16.50","16.20","74.82K","-0.61%"
"09/30/2021","16.40","16.50","16.50","16.30","65.14K","-0.61%"
"09/29/2021","16.50","16.40","16.80","16.20","242.71K","2.48%"
"09/28/2021","16.10","16.40","16.40","16.00","264.66K","0.63%"
"09/27/2021","16.00","16.30","16.50","16.00","181.02K","-1.84%"
"09/24/2021","16.30","16.30","16.40","16.00","27.38K","0.00%"
"09/23/2021","16.30","16.30","16.80","16.30","14.20K","1.87%"
"09/22/2021","16.00","16.50","16.60","15.90","602.21K","-2.44%"
"09/21/2021","16.40","17.00","17.00","16.10","49.83K","-2.96%"
"09/17/2021","16.90","16.50","16.90","16.40","229.08K","2.42%"
"09/16/2021","16.50","17.00","17.00","16.50","602.45K","-2.37%"
"09/15/2021","16.90","17.00","17.00","16.50","92.33K","-1.17%"
"09/14/2021","17.10","16.70","17.60","16.50","191.78K","2.40%"
"09/13/2021","16.70","17.00","17.30","16.60","71.53K","-1.76%"
"09/10/2021","17.00","17.00","18.10","16.90","1.45M","2.41%"
"09/09/2021","16.60","16.80","16.80","16.00","99.26K","1.22%"
"09/08/2021","16.40","16.50","17.00","15.90","375.23K","-0.61%"
"09/07/2021","16.50","16.80","17.00","16.50","10.36K","-2.37%"
"09/06/2021","16.90","17.00","17.40","16.90","129.32K","-0.59%"
"09/03/2021","17.00","17.50","17.60","16.80","177.96K","-1.73%"
"09/02/2021","17.30","16.20","17.30","16.10","534.56K","6.13%"
"09/01/2021","16.30","16.60","16.60","16.10","327.53K","-3.55%"
"08/31/2021","16.90","16.70","17.00","16.40","740.12K","1.20%"
"08/30/2021","16.70","16.70","16.90","16.10","242.18K","-1.18%"
"08/27/2021","16.90","17.10","17.10","16.40","426.53K","-0.59%"
"08/26/2021","17.00","17.10","17.10","16.50","345.90K","0.59%"
"08/25/2021","16.90","16.10","17.30","16.00","1.82M","5.62%"
"08/24/2021","16.00","16.20","16.30","15.90","728.92K","-1.84%"
"08/23/2021","16.30","16.70","16.70","16.00","336.53K","-2.40%"
"08/20/2021","16.70","16.70","17.10","16.50","225.65K","-1.18%"
"08/19/2021","16.90","16.90","17.00","16.80","103.05K","0.00%"
"08/18/2021","16.90","17.00","17.10","16.80","189.25K","-2.31%"
"08/17/2021","17.30","17.40","17.40","16.80","185.13K","1.76%"
"08/16/2021","17.00","17.00","17.50","17.00","10.80K","0.00%"
"08/13/2021","17.00","17.90","17.90","16.90","117.00K","-1.73%"
"08/12/2021","17.30","17.70","17.70","17.00","148.57K","-2.81%"
"08/11/2021","17.80","17.80","18.00","17.30","114.68K","3.49%"
"08/10/2021","17.20","17.50","17.50","17.00","419.84K","-1.71%"
"08/09/2021","17.50","17.60","17.80","17.40","28.20K","-1.13%"
"08/06/2021","17.70","17.50","17.90","17.50","110.68K","0.00%"
"08/05/2021","17.70","18.00","18.00","17.40","339.69K","-1.12%"
"08/04/2021","17.90","18.00","18.10","17.60","562.06K","-0.56%"
"08/03/2021","18.00","18.00","18.00","17.90","412.56K","-0.55%"
"08/02/2021","18.10","18.10","18.20","17.50","622.77K","0.56%"
"07/30/2021","18.00","18.50","18.50","18.00","184.42K","-1.10%"
"07/29/2021","18.20","18.30","18.40","18.00","223.00K","0.00%"
"07/28/2021","18.20","18.50","18.70","18.00","477.78K","-1.62%"
"07/27/2021","18.50","18.50","18.80","18.30","157.83K","0.00%"
"07/26/2021","18.50","18.80","18.80","18.50","133.89K","-1.07%"
"07/22/2021","18.70","19.00","19.00","18.60","147.79K","-1.58%"
"07/20/2021","19.00","19.10","19.10","18.80","365.45K","-0.52%"
"07/19/2021","19.10","18.70","19.20","18.70","1.06M","2.14%"
"07/16/2021","18.70","18.50","19.20","18.40","8.18M","2.19%"
"07/15/2021","18.30","18.10","18.50","18.00","149.91K","1.67%"
"07/14/2021","18.00","18.00","18.30","18.00","43.78K","0.00%"
"07/13/2021","18.00","17.80","18.10","17.60","48.84K","0.00%"
"07/12/2021","18.00","18.30","18.40","17.80","58.20K","-1.64%"
"07/09/2021","18.30","17.90","18.40","17.80","186.84K","2.81%"
"07/08/2021","17.80","17.80","18.30","17.70","15.51K","0.56%"
"07/07/2021","17.70","18.40","18.40","17.70","26.39K","0.00%"
"07/06/2021","17.70","18.30","18.40","17.60","58.14K","-1.12%"
"07/05/2021","17.90","17.90","18.90","17.80","644.67K","0.00%"
"07/02/2021","17.90","17.80","17.90","17.10","127.10K","2.29%"
"07/01/2021","17.50","17.50","17.50","17.10","10.43K","0.00%"
"06/30/2021","17.50","17.60","17.60","17.00","120.26K","0.00%"
"06/29/2021","17.50","17.80","17.80","17.50","114.67K","-1.69%"
"06/28/2021","17.80","18.00","18.00","17.80","141.95K","-1.11%"
"06/25/2021","18.00","18.00","18.40","18.00","158.54K","0.00%"
"06/23/2021","18.00","18.00","18.40","17.90","126.09K","0.00%"
"06/22/2021","18.00","18.50","18.50","18.00","127.79K","-2.70%"
"06/21/2021","18.50","18.60","18.60","18.30","12.99K","-1.07%"
"06/18/2021","18.70","18.50","18.80","18.50","135.73K","1.08%"
"06/17/2021","18.50","18.50","18.90","18.40","110.99K","-0.54%"
"06/16/2021","18.60","18.70","18.80","18.40","136.82K","0.00%"
"06/15/2021","18.60","18.60","18.70","18.30","326.11K","-0.53%"
"06/14/2021","18.70","18.90","18.90","18.50","58.42K","-1.06%"
"06/11/2021","18.90","19.00","19.00","18.60","96.48K","0.00%"
"06/10/2021","18.90","18.70","19.00","18.50","584.06K","0.53%"
"06/09/2021","18.80","18.70","18.80","18.50","188.68K","0.00%"
"06/08/2021","18.80","19.00","19.00","18.70","133.75K","-1.05%"
"06/07/2021","19.00","19.00","19.10","18.70","287.59K","0.53%"
"06/04/2021","18.90","19.00","19.00","18.60","275.66K","0.00%"
"06/03/2021","18.90","19.00","19.00","18.70","29.25K","-0.53%"
"06/02/2021","19.00","19.20","19.20","18.20","113.39K","-1.04%"
"06/01/2021","19.20","19.30","19.50","18.70","225.29K","-1.03%"
"05/31/2021","19.40","18.80","19.50","18.50","143.26K","3.74%"
"05/28/2021","18.70","18.20","18.90","18.20","159.24K","1.08%"
"05/25/2021","18.50","18.30","19.10","18.30","159.27K","0.54%"
"05/24/2021","18.40","18.50","18.90","18.00","67.97K","-0.54%"
"05/21/2021","18.50","18.60","19.10","18.00","82.92K","-1.60%"
"05/20/2021","18.80","18.80","18.80","18.00","372.67K","-1.57%"
"05/19/2021","19.10","19.50","19.50","18.80","161.19K","-4.02%"
"05/18/2021","19.90","21.00","21.00","19.50","443.53K","-0.50%"
"05/17/2021","20.00","18.80","20.20","18.60","1.32M","7.53%"
"05/13/2021","18.60","18.10","18.70","18.00","21.20K","1.64%"
"05/12/2021","18.30","18.80","18.80","18.30","8.43K","-2.14%"
"05/11/2021","18.70","18.40","18.80","18.30","6.28K","2.75%"
"05/10/2021","18.20","18.60","18.90","18.20","38.92K","-3.70%"
"05/07/2021","18.90","18.60","19.00","18.60","52.12K","1.61%"
"05/06/2021","18.60","18.40","19.00","18.40","1.69K","-1.59%"
"05/05/2021","18.90","18.40","18.90","18.10","32.06K","2.16%"
"05/04/2021","18.50","18.80","18.80","18.20","33.39K","0.00%"
"05/03/2021","18.50","19.00","19.20","18.30","30.89K","-5.13%"
"04/30/2021","19.50","18.20","19.50","18.20","53.79K","2.63%"
"04/29/2021","19.00","18.80","19.00","18.00","21.38K","1.06%"
"04/28/2021","18.80","18.00","19.80","18.00","70.56K","5.03%"
"04/27/2021","17.90","17.50","18.40","17.10","125.55K","-5.79%"
"04/23/2021","19.00","19.00","20.00","18.80","55.64K","0.00%"
"04/22/2021","19.00","19.00","20.50","18.90","84.18K","-5.00%"
"04/21/2021","20.00","18.50","20.40","18.50","52.69K","5.26%"
"04/20/2021","19.00","21.20","21.20","18.80","172.61K","-8.65%"
"04/19/2021","20.80","21.30","21.30","20.50","251.06K","-2.35%"
"04/16/2021","21.30","21.50","21.50","20.00","405.61K","-0.47%"
"04/15/2021","21.40","20.50","21.50","20.50","620.66K","7.00%"
"04/12/2021","20.00","18.80","20.90","18.80","525.68K","6.95%"
"04/09/2021","18.70","17.90","20.00","17.90","1.10M","5.65%"
"04/08/2021","17.70","17.10","17.70","17.00","17.67K","1.14%"
"04/07/2021","17.50","17.70","18.50","17.10","30.18K","-1.13%"
"04/06/2021","17.70","17.50","17.70","17.00","49.84K","3.51%"
"04/05/2021","17.10","17.80","17.80","16.60","100.22K","-1.72%"
"04/01/2021","17.40","17.20","17.40","16.80","17.92K","1.16%"
"03/31/2021","17.20","17.80","17.80","16.90","21.65K","0.00%"
"03/30/2021","17.20","17.50","17.50","17.10","6.79K","-1.71%"
